BHK,Location,Size(sq.ft),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For
1,Aavalahalli,500,50000,6000,UnFurnished,1-3 years ,All
2,Banashankari 3rd Stage,650,100000,10000,Semi Furnished,5-10 years ,Family
1,Basavanagudi,1600,160000,16000,Semi Furnished,>10 years ,Family
3,Hsr Layout,1615,250000,40000,Semi Furnished,>10 years ,Bachelors
2,Banashankari 3rd Stage,1200,150000,15000,UnFurnished,>10 years ,All
1,Kaikondrahalli,500,40000,13000,Semi Furnished,Newly Constructed,All
1,Hsr Layout,350,30000,9000,Semi Furnished,1-3 years ,All
2,Balagere,1165,100000,22000,Semi Furnished,1-3 years ,Family
2,Balagere,1165,100000,22000,Semi Furnished,1-3 years ,Family
2,Richmond Town,950,150000,28000,Semi Furnished,>10 years ,All
2,Begur,1000,100000,11000,Semi Furnished,1-3 years ,Family
2,Jayanagar,900,200000,22000,Semi Furnished,>10 years ,Family
2,Maruthi Sevanagar,1100,100000,20000,Semi Furnished,>10 years ,All
1,Tr Hospital,600,80000,9000,Semi Furnished,1-3 years ,All
2,Marathahalli,1336,200000,30000,Full Furnished,5-10 years ,All
2,Begur,750,50000,11000,Semi Furnished,Newly Constructed,Family
3,Mathikere,1650,270000,27000,Semi Furnished,>10 years ,Family
2,India,1075,100000,16000,Full Furnished,1-3 years ,All
1,Kasavanahalli,100,35000,7500,Semi Furnished,>10 years ,All
2,Mahadevapura,1280,150000,30000,Full Furnished,5-10 years ,All
1,Btm Layout,600,60000,12000,Semi Furnished,1-3 years ,Family
1,Btm Layout,400,20000,8500,Full Furnished,Newly Constructed,All
2,Saranya Samruddhi,1180,75000,21500,Semi Furnished,1-3 years ,All
1,Begur,600,60000,10000,Semi Furnished,>10 years ,Family
1,Kasavanahalli,450,50000,13500,Semi Furnished,1-3 years ,Family
2,Nayanda Halli,650,75000,13000,Semi Furnished,1-3 years ,All
2,Banaswadi,1050,200000,26000,Semi Furnished,>10 years ,All
3,Yelenahalli,1358,200000,27000,Semi Furnished,Newly Constructed,Family
1,Kasavanahalli,900,60000,10000,Semi Furnished,1-3 years ,All
2,Electronic City Phase 1,1000,100000,17000,Semi Furnished,3-5 years ,Family
3,Bommanahalli,1435,100000,18000,Semi Furnished,>10 years ,All
3,Bedarahalli,1260,170000,17000,Semi Furnished,>10 years ,Family
3,R.m.v. 2nd Stage,2165,500000,45000,Semi Furnished,1-3 years ,All
2,Begur,950,100000,15000,Semi Furnished,Newly Constructed,All
1,Indira Nagar,800,120000,21000,Semi Furnished,1-3 years ,All
1,Dasarahalli,500,75000,9000,Semi Furnished,3-5 years ,Family
1,Jnana Ganga Nagar,300,25000,3500,UnFurnished,3-5 years ,Family
2,Vimanapura,900,50000,12000,UnFurnished,1-3 years ,Family
2,Vimanapura,900,50000,12000,UnFurnished,1-3 years ,Family
2,Krishnarajapura,800,60000,12500,Semi Furnished,1-3 years ,All
2,Chansandra,1310,100000,18000,Full Furnished,1-3 years ,Family
1,Lic Quatress Madanayakanahalli,750,40000,7000,UnFurnished,3-5 years ,Family
2,Sivanchetti Gardens,1300,300000,42000,Semi Furnished,>10 years ,All
2,Rmv 2nd Stage,1000,100000,14000,Semi Furnished,>10 years ,All
1,Nagashetty Halli,550,60000,6000,Semi Furnished,5-10 years ,All
2,Saranya Samruddhi,1180,75000,21500,Semi Furnished,Newly Constructed,Family
3,Vijayanagar,1000,200000,18500,Semi Furnished,>10 years ,Family
2,Jalahalli East,1200,100000,20000,Semi Furnished,3-5 years ,Family
2,Krishnarajapura,600,30000,8000,UnFurnished,5-10 years ,All
1,Begur,500,70000,7000,Semi Furnished,Newly Constructed,Family
1,Basaweshwara Nagar,200,50000,4500,UnFurnished,Newly Constructed,All
2,Viveka Nagar,600,800000,800000,Semi Furnished,3-5 years ,All
1,Btm Layout,650,30000,13500,Full Furnished,Newly Constructed,All
2,Neeladri Nagar,1435,300000,30000,Full Furnished,5-10 years ,Family
1,Banashankari,300,75000,7500,Semi Furnished,>10 years ,All
1,Kaikondrahalli,450,50000,13000,Semi Furnished,3-5 years ,All
1,R.m.v. 2nd Stage,600,80000,9500,Semi Furnished,>10 years ,All
3,Brookefield,1319,80000,23000,Semi Furnished,5-10 years ,Family
2,Chandra Layout,1500,200000,22000,Semi Furnished,1-3 years ,Family
1,Kaikondrahalli,300,30000,9000,Semi Furnished,Newly Constructed,All
2,Chikkasandra,800,800000,https://images.nobroker.in/images/8a9fad8276e69cb40176e6bab1930a62/8a9fad8276e69cb40176e6bab1930a62_89690_13494_medium.jpg,Semi Furnished,>10 years ,Family
2,Jp Nagar,1100,200000,21000,Semi Furnished,5-10 years ,Family
1,Kengeri Hobli,600,100000,8250,Semi Furnished,3-5 years ,All
1,Neeladri Investment Layout,1200,50000,10000,Semi Furnished,3-5 years ,Family
2,Hennur Gardens,1118,250000,25000,Semi Furnished,5-10 years ,All
2,Btm Layout,1100,175000,17500,Semi Furnished,>10 years ,All
3,Cv Raman Nagar,1400,125000,22000,Semi Furnished,1-3 years ,Family
1,Near To Golden Line Apartment,300,50000,5500,UnFurnished,1-3 years ,All
3,Kothanur,2400,500000,50000,Semi Furnished,Newly Constructed,All
1,Sunkadakatte,400,50000,5000,Semi Furnished,1-3 years ,All
1,Bettadasanapura,450,50000,8000,Semi Furnished,Newly Constructed,Family
1,Rayasandra,600,20000,4000,UnFurnished,3-5 years ,All
2,Hsr Layout,1400,300000,38000,Semi Furnished,3-5 years ,Family
2,Electronics City,900,100000,15000,Semi Furnished,1-3 years ,Family
2,Anchepalya,900,100000,10000,Semi Furnished,Newly Constructed,Family
4,M S Ramaiah City,2200,390000,39000,Semi Furnished,5-10 years ,Family
1,Bilekahalli,600,50000,9000,Semi Furnished,5-10 years ,Family
2,Vijayanagar,900,160000,16000,Full Furnished,3-5 years ,Family
2,Vijayanagar,900,160000,16000,Full Furnished,3-5 years ,Family
2,Marathahalli,900,25000,13000,Semi Furnished,1-3 years ,All
2,Begur,850,100000,12000,Semi Furnished,Newly Constructed,Family
2,Nagavara,622,100000,9000,Semi Furnished,5-10 years ,All
1,Lingarajapuram,350,300000,6000,Semi Furnished,5-10 years ,Family
1,Koramangla,300,300000,https://images.nobroker.in/images/8a9f921d75f00e9a0175f140ca3047f5/8a9f921d75f00e9a0175f140ca3047f5_71798_60519_medium.jpg,Semi Furnished,Newly Constructed,All
3,Kengeri,1282,150000,19000,Semi Furnished,3-5 years ,Family
2,Jp Nagar 6 Phase,800,150000,14500,Semi Furnished,Newly Constructed,Family
3,Doddakannalli,1595,100000,23000,Semi Furnished,3-5 years ,All
3,Cv Raman Nagar,1750,150000,27000,Semi Furnished,>10 years ,All
2,Manyata Tech Park,1350,55000,13000,Semi Furnished,Newly Constructed,Family
2,Whitefield,700,30000,11000,Semi Furnished,3-5 years ,Family
2,Chikkabellandur,1235,150000,26000,Semi Furnished,Newly Constructed,Family
3,Garvebhavi Palya,1900,200000,40000,Semi Furnished,Newly Constructed,All
3,Ashok Nagar,2000,800000,80000,Semi Furnished,>10 years ,Company
2,Bellandur,600,50000,13500,Semi Furnished,5-10 years ,All
1,Whitefield,400,30000,11000,Semi Furnished,3-5 years ,All
3,Bellandur,1980,250000,50000,Semi Furnished,3-5 years ,All
2,Cottonpete,700,500000,16000,Semi Furnished,1-3 years ,Family
3,Rr Nagar,1450,200000,20000,Semi Furnished,5-10 years ,All
2,Cottonpete,700,500000,16000,Semi Furnished,1-3 years ,Family
3,Rr Nagar,1450,200000,20000,Semi Furnished,5-10 years ,All
2,Rr Nagar,1100,150000,15000,Semi Furnished,Newly Constructed,Family
2,Koramangala,1233,200000,38000,Semi Furnished,>10 years ,All
4,Vijayanagar,1400,250000,25000,Semi Furnished,5-10 years ,Family
1,Parappana Agrahara,400,40000,6500,Semi Furnished,Newly Constructed,Family
2,Bendre Nagar,950,100000,15000,Semi Furnished,5-10 years ,Family
1,Chikkabanavara,550,40000,4000,Full Furnished,5-10 years ,All
2,Koramangala,1000,400000,55000,Full Furnished,1-3 years ,Bachelors
4,Hebbal Kempapura,2400,400000,40000,Semi Furnished,Newly Constructed,All
2,Nagarbhavi,1150,150000,18500,Semi Furnished,1-3 years ,All
1,Btm,400,40000,7000,UnFurnished,1-3 years ,All
2,Horamavu,1200,100000,15000,Semi Furnished,1-3 years ,All
3,Munnekollal,1980,70000,23000,Semi Furnished,Newly Constructed,All
3,J. P. Nagar,1300,200000,20000,Semi Furnished,5-10 years ,All
1,Kachanayakanahalli,500,20000,5500,UnFurnished,Newly Constructed,All
2,Nandini Layout,600,90000,10000,UnFurnished,3-5 years ,All
3,Kudlu Gate,1200,60000,18000,Semi Furnished,>10 years ,All
2,Sidedahalli,800,70000,7000,Full Furnished,3-5 years ,All
1,Doddanagamangala,400,25000,6000,Semi Furnished,1-3 years ,All
2,Dasarahalli,1100,125000,16000,Semi Furnished,Newly Constructed,All
2,Panduranga Nagar,1200,200000,20000,Semi Furnished,5-10 years ,Family
1,Ramamurthy Nagar,500,450000,https://images.nobroker.in/images/ff80818165199161016519cc0fc81727/ff80818165199161016519cc0fc81727_31775_19231_medium.jpg,Semi Furnished,Under Construction,Family
2,Rammurthynagara,1500,550000,https://images.nobroker.in/images/ff8081816643eb97016643fd49520af7/ff8081816643eb97016643fd49520af7_7721_42820_medium.jpg,Semi Furnished,1-3 years ,Family
1,Horamavu,600,60000,10500,Full Furnished,3-5 years ,All
2,Yelahanka,1290,200000,24000,Semi Furnished,1-3 years ,All
1,Agrahara Village,500,40000,5000,Semi Furnished,3-5 years ,Family
2,Rajaji Nagar,950,200000,15000,Semi Furnished,>10 years ,All
1,Parappana Agrahara,250,30000,5000,Semi Furnished,Under Construction,Bachelors
1,Bilekahalli,250,50000,6500,Semi Furnished,Under Construction,All
2,Bilekahalli,800,800000,12000,Semi Furnished,3-5 years ,All
1,Varthur,600,50000,10000,Semi Furnished,Newly Constructed,All
1,Btm Layout,600,50000,10000,Semi Furnished,5-10 years ,Family
2,,2100,300000,30000,Semi Furnished,5-10 years ,All
1,Krishnarajapura,500,100000,8000,UnFurnished,>10 years ,All
1,Mathikere,900,100000,10000,Semi Furnished,>10 years ,Family
2,Attiguppe,800,80000,15000,UnFurnished,5-10 years ,Family
2,C V Raman Nagar,1420,350000,36000,Semi Furnished,>10 years ,All
1,Mathikere,300,80000,8000,Semi Furnished,5-10 years ,Family
1,Tunganagara,250,20000,3000,UnFurnished,3-5 years ,Family
2,,850,100000,13000,Semi Furnished,5-10 years ,All
1,,600,30000,7500,Semi Furnished,>10 years ,All
2,Rajajinagar,1200,150000,15000,Semi Furnished,>10 years ,All
4,Indiranagar,3000,550000,55000,Full Furnished,>10 years ,All
2,Aecs Layout,1200,100000,22000,Semi Furnished,3-5 years ,All
1,Vignana Nagar,270,30000,9500,Semi Furnished,1-3 years ,All
1,Gangondanahalli,550,50000,6000,UnFurnished,Newly Constructed,Family
3,Whitefield,1490,125000,24000,Semi Furnished,5-10 years ,All
1,Banaswadi,840,100000,8000,UnFurnished,Under Construction,Family
2,Chikkabellandur,1220,150000,26000,Semi Furnished,1-3 years ,Family
2,Chikkabellandur,1220,150000,26000,Semi Furnished,1-3 years ,Family
3,Kaikondrahalli,1960,500000,45000,Full Furnished,3-5 years ,Family
1,C V Raman Nagar,500,40000,9000,UnFurnished,3-5 years ,All
3,Hebbal,1200,100000,22000,Semi Furnished,Newly Constructed,All
1,Ejipura,500,35000,7500,UnFurnished,5-10 years ,All
1,Banswadi,600,50000,11000,UnFurnished,>10 years ,All
2,C V Raman Nagar,1225,200000,24000,Semi Furnished,5-10 years ,All
1,Begur,500,75000,9000,Semi Furnished,Newly Constructed,Family
3,Hosapalaya,1564,160000,40000,Semi Furnished,Newly Constructed,Company
1,Parappana Agrahara,200,25000,4000,UnFurnished,1-3 years ,All
2,,600,50000,9000,Semi Furnished,1-3 years ,Family
1,Banashankari,350,50000,5000,UnFurnished,3-5 years ,Family
1,Kumaraswamy Layout,150,20000,6000,Semi Furnished,>10 years ,Bachelors
2,Basapura,1010,100000,17000,Semi Furnished,5-10 years ,Family
1,Brookefield,200,30000,10000,Semi Furnished,>10 years ,Bachelors
1,Mahadevapura,500,60000,9500,Semi Furnished,1-3 years ,Family
2,Nagenahalli,900,60000,8000,UnFurnished,Newly Constructed,Family
1,Kasturi Nagar,950,150000,21000,Semi Furnished,1-3 years ,Family
2,Varthur,1007,150000,29000,Full Furnished,Newly Constructed,All
3,Anjanapura Bda Layout,1200,200000,20000,Semi Furnished,Newly Constructed,Family
1,Rajaji Nagar,290,70000,7000,Semi Furnished,5-10 years ,All
2,Yeswanthpur,1583,180000,32000,Semi Furnished,5-10 years ,Family
2,Bagalgunte,700,80000,8500,UnFurnished,1-3 years ,Family
1,Hongasandra,550,500000,https://images.nobroker.in/images/8a9f97ca76c152d80176c3f7243a7420/8a9f97ca76c152d80176c3f7243a7420_55233_88242_medium.jpg,Semi Furnished,5-10 years ,All
1,Gayathri Nagar,700,50000,6500,UnFurnished,>10 years ,All
3,Ramamurthy Nagar,1200,100000,15000,Semi Furnished,3-5 years ,All
2,Krishnarajapura,1400,50000,15000,Semi Furnished,5-10 years ,All
2,Mahadevapura,1200,100000,20000,Semi Furnished,>10 years ,All
2,Vignan Nagar,1000,150000,15000,Semi Furnished,>10 years ,All
2,Mahadevapura,1200,75000,18000,Semi Furnished,1-3 years ,All
2,Yelahanka New Town,750,80000,10750,Semi Furnished,5-10 years ,Family
2,Vibhutipura,1020,150000,20000,Semi Furnished,>10 years ,Family
2,Mahadevapura,650,60000,11500,Semi Furnished,1-3 years ,All
1,Btm 2nd Stage,300,30000,6500,Semi Furnished,3-5 years ,All
1,Rr Nagar,500,60000,7500,Semi Furnished,5-10 years ,All
1,Banashankari,400,500000,https://images.nobroker.in/images/8a9fa08b76adf6a10176ae03c38d03c5/8a9fa08b76adf6a10176ae03c38d03c5_64997_58709_medium.jpg,UnFurnished,Under Construction,All
1,Blr-j15,310,48000,24000,Full Furnished,1-3 years ,All
2,Kasavanahalli,1210,150000,25000,Semi Furnished,>10 years ,All
2,Hbr Layout,750,100000,14000,Semi Furnished,>10 years ,All
3,Basaweshwara Nagar,1300,160000,16000,Semi Furnished,Newly Constructed,Family
1,Banashankari,650,100000,9500,Semi Furnished,Newly Constructed,All
2,Begur,500,50000,13000,UnFurnished,1-3 years ,Family
2,Hebbal Kempapura,700,100000,12000,Semi Furnished,3-5 years ,Family
2,Begur,800,50000,11000,Semi Furnished,1-3 years ,Family
2,Jayanagar,1000,160000,16000,Semi Furnished,>10 years ,All
1,Blr-j14,370,56000,28000,Full Furnished,1-3 years ,All
1,New Tippasandra,500,30000,8000,Semi Furnished,5-10 years ,Family
2,Jalahalli East,750,700000,https://images.nobroker.in/images/8a9f998276db06640176db1145bc0224/8a9f998276db06640176db1145bc0224_37036_28978_medium.jpg,UnFurnished,Newly Constructed,Family
1,Whitefield,650,50000,11000,Semi Furnished,1-3 years ,All
1,Begur,300,500000,https://images.nobroker.in/images/ff8081816e8c834f016e8e7202290663/ff8081816e8c834f016e8e7202290663_44509_48078_medium.jpg,UnFurnished,Newly Constructed,Family
1,Begur,300,500000,https://images.nobroker.in/images/ff8081816e8c834f016e8e7202290663/ff8081816e8c834f016e8e7202290663_44509_48078_medium.jpg,UnFurnished,Newly Constructed,Family
2,Kengeri Hobli,883,50000,13000,Semi Furnished,Newly Constructed,All
2,Sampangi Rama Nagar,750,200000,14000,Semi Furnished,>10 years ,All
2,Whitefield,700,60000,14000,Semi Furnished,5-10 years ,All
2,Ramamurthy Nagar,1200,160000,16000,Semi Furnished,5-10 years ,All
2,Rr Nagar,1335,140000,14000,Semi Furnished,3-5 years ,Family
3,Aecs Layout,1500,54000,24000,Semi Furnished,5-10 years ,All
2,Krishnarajapura,1000,100000,16000,Semi Furnished,Newly Constructed,Family
2,Kammanahalli,1200,80000,11000,Semi Furnished,5-10 years ,Family
2,Gottigere,750,40000,8500,Semi Furnished,>10 years ,All
2,Kempapura,900,75000,16500,Full Furnished,3-5 years ,All
1,Sinthan Nagar,500,50000,6000,UnFurnished,5-10 years ,All
2,Kodigehalli,1000,100000,14000,Semi Furnished,5-10 years ,Family
1,Mangammanapalya,500,50000,10000,Semi Furnished,>10 years ,Family
2,Basaveshwar Nagar,1200,100000,10000,UnFurnished,>10 years ,Family
2,Electronic City,1000,85000,13000,Semi Furnished,1-3 years ,Family
1,Vidyaranyapura,800,700000,https://images.nobroker.in/images/8a9f938276f232dd0176f2450a9c044c/8a9f938276f232dd0176f2450a9c044c_32692_10727_medium.jpg,Semi Furnished,1-3 years ,All
1,Btm 2nd Stage,700,50000,12000,Semi Furnished,5-10 years ,All
3,Whitefield,1397,300000,40000,Semi Furnished,Newly Constructed,Family
3,,1200,200000,26000,Semi Furnished,5-10 years ,Family
3,,1200,200000,26000,Semi Furnished,5-10 years ,Family
3,Krishnarajapura,1450,150000,25000,Semi Furnished,Newly Constructed,Family
2,Btm 2nd Stage,1350,100000,20000,Semi Furnished,>10 years ,All
2,Vidyaranyapura,850,115000,11500,Semi Furnished,5-10 years ,All
2,Munnekollal,1270,50000,20000,Semi Furnished,5-10 years ,Family
2,Btm Layout 1,1247,120000,31000,Full Furnished,5-10 years ,All
2,Electronic City,1250,50000,20000,Full Furnished,5-10 years ,All
2,,800,50000,13000,Semi Furnished,>10 years ,Family
3,Hbr Layout,1350,250000,23500,Semi Furnished,Newly Constructed,All
2,Hennur Gardens,950,65000,13500,Semi Furnished,5-10 years ,All
2,Kumaraswamy Layout,600,60000,8500,Semi Furnished,5-10 years ,All
2,Sri Mitra Spring Valley,1247,150000,26000,Semi Furnished,1-3 years ,Family
2,Jeevan Bima Nagar,500,40000,8500,UnFurnished,3-5 years ,All
1,K.r Puram,1000,90000,https://images.nobroker.in/images/8a9f8cd370a43b970170a661494777d8/8a9f8cd370a43b970170a661494777d8_16989_53555_medium.jpg,Semi Furnished,Newly Constructed,Family
1,Marathahalli,530,45000,10000,Semi Furnished,Under Construction,All
2,Doddanekkundi,1000,50000,10000,Semi Furnished,>10 years ,Family
1,Yelahanka,610,20000,5000,UnFurnished,1-3 years ,All
1,Konanakunte,120,50000,5000,Semi Furnished,3-5 years ,Bachelors
1,Devarachikkana Halli,400,30000,8000,Semi Furnished,5-10 years ,All
3,Munnekollal,1450,200000,30000,UnFurnished,5-10 years ,All
1,Btm Layout,300,20000,6500,Semi Furnished,3-5 years ,Bachelors
1,Vidyaranyapura,560,75000,7500,Semi Furnished,5-10 years ,All
3,Btm Layout,1500,100000,20000,Semi Furnished,>10 years ,All
1,Kattigenahalli,500,30000,6000,Semi Furnished,1-3 years ,All
2,Hsr Layout,550,75000,20000,Semi Furnished,1-3 years ,Family
2,Marathahalli,1175,150000,23000,Semi Furnished,5-10 years ,Family
1,Rajaji Nagar,400,50000,7000,Semi Furnished,3-5 years ,All
1,Btm Layout,450,50000,8000,UnFurnished,Newly Constructed,Family
1,Ganga Nagar,340,60000,6000,UnFurnished,Under Construction,All
3,Kaggadasapura,1200,200000,28000,Full Furnished,3-5 years ,All
1,Btm Layout,450,50000,8000,UnFurnished,Newly Constructed,Family
1,Ganga Nagar,340,60000,6000,UnFurnished,Under Construction,All
3,Kaggadasapura,1200,200000,28000,Full Furnished,3-5 years ,All
3,Brookefield,1410,200000,24000,Semi Furnished,5-10 years ,Family
2,Babusahebpalya,900,200000,19000,Full Furnished,5-10 years ,Family
2,Kengeri Satellite Town,900,70000,7800,UnFurnished,Newly Constructed,All
1,Ramamurthy Nagar,500,50000,9000,Semi Furnished,5-10 years ,Family
2,Ibbalur,1050,50000,11000,Semi Furnished,5-10 years ,All
3,Whitefield,1490,200000,30000,Semi Furnished,5-10 years ,Family
2,Sy No:966 Flower Garden Road,1135,100000,17500,Semi Furnished,5-10 years ,Family
3,Bellandur,1670,150000,34000,Semi Furnished,>10 years ,Family
2,Begur,1452,150000,32000,Full Furnished,1-3 years ,Family
3,Austin Town,950,150000,20000,Semi Furnished,5-10 years ,All
1,Horamavu,800,100000,12000,Semi Furnished,1-3 years ,All
2,Kengeri Satellite Town,600,50000,7500,UnFurnished,3-5 years ,Family
2,Hebbal,550,35000,10000,Semi Furnished,1-3 years ,All
1,Kalena Agrahara,500,30000,7000,Semi Furnished,Newly Constructed,All
1,Ganga Nagar,400,100000,10000,UnFurnished,Under Construction,All
1,,600,50000,8000,UnFurnished,3-5 years ,All
1,Devarachikkanahalli,650,85000,8500,Semi Furnished,3-5 years ,All
3,Malleswaram,1300,260000,26000,Semi Furnished,5-10 years ,All
2,Begur,1253,85000,14000,Semi Furnished,5-10 years ,All
2,Kadubeesanahalli,1000,150000,26000,Semi Furnished,3-5 years ,All
2,Byadarahalli,900,100000,9000,Semi Furnished,5-10 years ,Family
2,Kodihalli,1115,200000,25000,Semi Furnished,3-5 years ,All
1,Chansandra,650,30000,7800,Semi Furnished,1-3 years ,All
1,Bommanahalli,300,20000,3500,UnFurnished,5-10 years ,All
1,Gottigere,500,70000,7500,Semi Furnished,3-5 years ,Family
2,Basaveshwar Nagar,1000,60000,18000,Semi Furnished,3-5 years ,All
2,Btm 2nd Stage,1330,150000,25000,Full Furnished,3-5 years ,All
1,New Thippasandra,500,78000,13000,Semi Furnished,5-10 years ,All
2,Yeswanthpur,400,50000,7000,UnFurnished,>10 years ,All
1,Near Vars Fernhill,750,50000,12000,Semi Furnished,1-3 years ,All
2,Gnana Bharathi,936,100000,17000,Semi Furnished,1-3 years ,All
2,Bellandur,1040,150000,25000,Semi Furnished,5-10 years ,All
2,Cox Town,700,100000,24000,Full Furnished,Newly Constructed,Bachelors
1,Hongasandra,400,50000,6500,UnFurnished,3-5 years ,Family
2,Hongasandra,1000,800000,https://images.nobroker.in/images/8a9f921a75a6c3870175a70fe85a2c4d/8a9f921a75a6c3870175a70fe85a2c4d_53728_22711_medium.jpg,Full Furnished,3-5 years ,Family
3,Chikkalasandra,1300,150000,17000,Semi Furnished,1-3 years ,Family
2,Basaveshwar Nagar,800,100000,12000,Semi Furnished,5-10 years ,Family
2,Banswadi,1019,125000,22000,Semi Furnished,5-10 years ,All
2,Btm 2nd Stage,600,50000,12500,Semi Furnished,>10 years ,Family
